,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,H_ELO,A_ELO
2342,2018-02-17,SC Freiburg,Werder Bremen,1,0,0,1,0,0,7,9,3.0,3.0,13,16,0,5,2,2,0,0,2.5,3.29,2.89,2.55,3.4,2.75,17/18,2414,2492
2343,2018-02-17,Hamburger SV,Bayer Leverkusen,1,2,2,0,1,2,11,16,3.0,5.0,15,9,4,3,2,2,0,0,3.79,3.5,2.0,3.9,3.5,1.95,17/18,2340,2555
2344,2018-02-17,FC Schalke 04,TSG 1899 Hoffenheim,2,1,0,2,0,0,9,12,6.0,4.0,18,18,4,3,2,6,0,0,2.1,3.5,3.5,2.1,3.4,3.6,17/18,2461,2525
2345,2018-02-17,VfL Wolfsburg,Bayern München,1,2,2,1,0,0,3,18,1.0,5.0,14,15,4,8,4,3,0,0,8.5,5.0,1.36,8.5,5.0,1.36,17/18,2471,2726
2346,2018-02-18,FC Augsburg,VfB Stuttgart,0,1,2,0,1,2,8,16,2.0,6.0,16,16,4,7,4,1,0,0,2.04,3.39,3.75,2.0,3.5,3.8,17/18,2335,2333
2347,2018-02-18,Borussia Mönchengladbach,Borussia Dortmund,0,1,2,0,1,2,28,8,11.0,2.0,15,16,6,5,3,3,0,0,3.0,3.6,2.29,3.0,3.5,2.3,17/18,2534,2610
2348,2018-02-19,Eintracht Frankfurt,RBLeipzig,2,1,0,2,1,0,12,10,3.0,2.0,18,13,7,5,6,2,0,0,2.5,3.39,2.79,2.55,3.4,2.75,17/18,2531,2638
2349,2018-02-23,1. FSV Mainz 05,VfL Wolfsburg,1,1,1,1,1,1,13,8,4.0,2.0,12,13,2,3,0,0,0,0,2.14,3.39,3.5,2.2,3.4,3.3,17/18,2349,2471
2350,2018-02-24,Bayern München,Hertha BSC,0,0,1,0,0,1,19,5,6.0,3.0,11,12,9,2,0,0,0,0,1.16,7.5,17.0,1.16,7.75,16.0,17/18,2726,2390
2351,2018-02-24,Hannover 96,Borussia Mönchengladbach,0,1,2,0,0,1,20,15,5.0,4.0,14,11,10,6,2,1,0,0,2.62,3.39,2.7,2.65,3.4,2.65,17/18,2211,2534
2352,2018-02-24,TSG 1899 Hoffenheim,SC Freiburg,1,1,1,0,0,1,12,7,4.0,3.0,12,19,4,2,1,1,0,0,1.66,4.2,4.75,1.67,4.1,4.75,17/18,2525,2414
2353,2018-02-24,VfB Stuttgart,Eintracht Frankfurt,1,0,0,1,0,0,13,7,5.0,0.0,16,15,4,3,2,2,0,0,2.37,3.2,3.25,2.4,3.2,3.1,17/18,2333,2531
2354,2018-02-24,Werder Bremen,Hamburger SV,1,0,0,0,0,1,14,6,3.0,1.0,16,15,11,2,1,1,0,0,1.83,3.6,4.5,1.83,3.6,4.4,17/18,2492,2340
2355,2018-02-25,Bayer Leverkusen,FC Schalke 04,0,2,2,0,1,2,9,10,5.0,6.0,15,18,7,3,4,4,1,0,1.9,3.6,4.0,1.9,3.6,4.1,17/18,2555,2461
2356,2018-02-25,RBLeipzig,1. FC Köln,1,2,2,1,0,0,15,14,3.0,5.0,12,10,3,7,1,1,0,0,1.55,4.0,6.5,1.5,4.1,7.0,17/18,2638,2289
2357,2018-02-26,Borussia Dortmund,FC Augsburg,1,1,1,1,0,0,9,13,2.0,6.0,8,15,3,3,0,3,0,0,1.44,4.5,7.0,1.45,4.6,7.0,17/18,2610,2335
2358,2018-03-02,Borussia Mönchengladbach,Werder Bremen,2,2,1,2,0,0,10,17,5.0,6.0,13,20,5,6,2,3,0,0,1.95,3.5,4.0,1.95,3.6,3.9,17/18,2534,2492
2359,2018-03-03,FC Augsburg,TSG 1899 Hoffenheim,0,2,2,0,1,2,8,17,2.0,6.0,11,18,8,5,0,2,0,0,2.89,3.39,2.45,2.7,3.4,2.6,17/18,2335,2525
2360,2018-03-03,Eintracht Frankfurt,Hannover 96,1,0,0,1,0,0,13,7,7.0,2.0,21,16,5,1,3,2,0,0,1.75,3.6,5.0,1.75,3.7,4.75,17/18,2531,2211
2361,2018-03-03,Hamburger SV,1. FSV Mainz 05,0,0,1,0,0,1,18,5,6.0,2.0,15,14,11,1,4,5,0,1,2.25,3.29,3.39,2.3,3.25,3.3,17/18,2340,2349
2362,2018-03-03,RBLeipzig,Borussia Dortmund,1,1,1,1,1,1,11,4,3.0,2.0,15,12,2,3,0,4,0,0,2.39,3.5,2.87,2.5,3.6,2.7,17/18,2638,2610
2363,2018-03-03,FC Schalke 04,Hertha BSC,1,0,0,1,0,0,7,11,4.0,3.0,16,16,2,6,0,1,0,0,1.66,3.6,6.0,1.62,3.8,5.75,17/18,2461,2390
2364,2018-03-03,VfL Wolfsburg,Bayer Leverkusen,1,2,2,0,1,2,7,17,2.0,4.0,28,9,3,2,7,1,1,0,3.29,3.39,2.2,3.4,3.4,2.15,17/18,2471,2555
2365,2018-03-04,1. FC Köln,VfB Stuttgart,2,3,2,1,2,2,12,9,4.0,4.0,13,13,3,3,1,3,0,0,2.45,3.25,3.0,2.4,3.4,2.95,17/18,2289,2333
2366,2018-03-04,SC Freiburg,Bayern München,0,4,2,0,2,2,5,17,1.0,4.0,8,8,4,5,1,0,0,0,10.0,5.5,1.3,9.5,5.25,1.33,17/18,2414,2726
2367,2018-03-09,1. FSV Mainz 05,FC Schalke 04,0,1,2,0,0,1,16,6,4.0,2.0,12,17,5,6,2,2,0,0,3.6,3.29,2.1,3.7,3.3,2.1,17/18,2349,2461
2368,2018-03-10,Bayern München,Hamburger SV,6,0,0,3,0,0,18,1,7.0,0.0,4,9,11,1,1,2,0,0,1.12,9.0,21.0,1.12,9.0,21.0,17/18,2726,2340
2369,2018-03-10,Hannover 96,FC Augsburg,1,3,2,1,2,2,17,17,5.0,8.0,13,16,3,6,2,2,0,0,2.14,3.39,3.39,2.2,3.4,3.3,17/18,2211,2335
2370,2018-03-10,Hertha BSC,SC Freiburg,0,0,1,0,0,1,12,5,4.0,0.0,7,14,5,4,1,0,0,0,2.1,3.25,3.79,2.1,3.3,3.7,17/18,2390,2414
2371,2018-03-10,TSG 1899 Hoffenheim,VfL Wolfsburg,3,0,0,1,0,0,17,6,6.0,1.0,7,7,11,4,1,1,0,0,1.66,4.0,5.0,1.7,3.8,5.0,17/18,2525,2471
2372,2018-03-10,Bayer Leverkusen,Borussia Mönchengladbach,2,0,0,1,0,0,17,9,7.0,2.0,12,15,3,5,0,3,0,0,1.7,3.89,5.0,1.72,3.9,4.75,17/18,2555,2534
2373,2018-03-11,Borussia Dortmund,Eintracht Frankfurt,3,2,0,1,0,0,13,10,4.0,3.0,17,10,5,8,3,3,0,0,1.75,3.6,5.0,1.78,3.7,4.5,17/18,2610,2531
2374,2018-03-11,VfB Stuttgart,RBLeipzig,0,0,1,0,0,1,12,8,2.0,3.0,16,12,3,5,0,2,0,0,2.62,3.39,2.62,2.8,3.3,2.55,17/18,2333,2638
2375,2018-03-12,Werder Bremen,1. FC Köln,3,1,0,1,0,0,13,8,6.0,2.0,14,12,7,3,0,3,0,0,1.83,3.75,4.2,1.8,3.75,4.4,17/18,2492,2289
2376,2018-03-16,SC Freiburg,VfB Stuttgart,1,2,2,0,1,2,7,10,2.0,5.0,10,9,1,3,2,1,0,0,2.62,3.2,2.79,2.7,3.0,2.85,17/18,2414,2333
2377,2018-03-17,FC Augsburg,Werder Bremen,1,3,2,0,2,2,15,20,6.0,12.0,13,15,8,7,2,1,0,0,2.5,3.1,3.1,2.35,3.3,3.1,17/18,2335,2492
2378,2018-03-17,Eintracht Frankfurt,1. FSV Mainz 05,3,0,0,3,0,0,15,13,6.0,1.0,9,9,4,6,0,1,0,0,1.61,3.79,6.0,1.67,3.75,5.5,17/18,2531,2349
2379,2018-03-17,Hamburger SV,Hertha BSC,1,2,2,1,0,0,9,16,3.0,9.0,12,14,1,6,1,3,0,0,2.54,3.0,3.0,2.5,3.1,3.1,17/18,2340,2390
2380,2018-03-17,Borussia Mönchengladbach,TSG 1899 Hoffenheim,3,3,1,1,1,1,23,13,7.0,6.0,11,15,9,3,0,1,0,0,2.75,3.39,2.54,2.7,3.4,2.6,17/18,2534,2525
2381,2018-03-17,VfL Wolfsburg,FC Schalke 04,0,1,2,0,0,1,17,10,3.0,2.0,12,18,5,2,0,1,0,0,3.5,3.25,2.2,3.6,3.3,2.15,17/18,2471,2461
2382,2018-03-18,Borussia Dortmund,Hannover 96,1,0,0,1,0,0,25,8,9.0,4.0,14,10,12,2,2,1,0,0,1.44,4.75,7.0,1.44,4.75,7.0,17/18,2610,2211
2383,2018-03-18,1. FC Köln,Bayer Leverkusen,2,0,0,1,0,0,7,10,3.0,3.0,15,7,2,2,3,1,0,1,5.0,3.75,1.72,4.5,3.7,1.78,17/18,2289,2555
2384,2018-03-18,RBLeipzig,Bayern München,2,1,0,1,1,1,16,9,6.0,2.0,16,14,3,6,3,4,0,0,5.0,4.33,1.6,5.25,4.1,1.62,17/18,2638,2726
2385,2018-03-31,Bayern München,Borussia Dortmund,6,0,0,5,0,0,17,9,9.0,3.0,4,7,2,1,1,1,0,0,1.36,5.0,8.0,1.36,5.0,7.25,17/18,2726,2610
2386,2018-03-31,Hannover 96,RBLeipzig,2,3,2,0,1,2,13,15,3.0,5.0,16,16,6,3,3,4,0,0,3.89,3.6,1.95,3.75,3.4,1.95,17/18,2211,2638
2387,2018-03-31,Hertha BSC,VfL Wolfsburg,0,0,1,0,0,1,9,9,2.0,1.0,15,12,4,5,1,3,0,1,2.04,3.29,3.6,2.05,3.25,3.6,17/18,2390,2471
2388,2018-03-31,TSG 1899 Hoffenheim,1. FC Köln,6,0,0,1,0,0,18,4,11.0,1.0,13,10,4,8,1,0,0,0,1.53,4.5,5.75,1.5,4.5,5.5,17/18,2525,2289
2389,2018-03-31,Bayer Leverkusen,FC Augsburg,0,0,1,0,0,1,18,7,2.0,2.0,4,10,5,1,0,2,0,0,1.44,4.5,6.5,1.5,4.2,6.0,17/18,2555,2335
2390,2018-03-31,FC Schalke 04,SC Freiburg,2,0,0,0,0,1,16,6,7.0,0.0,19,16,2,2,2,2,0,1,1.55,3.79,6.5,1.55,3.9,6.0,17/18,2461,2414
2391,2018-03-31,VfB Stuttgart,Hamburger SV,1,1,1,1,1,1,11,8,4.0,6.0,15,12,3,7,1,1,0,0,1.72,3.6,4.75,1.78,3.6,4.33,17/18,2333,2340
2392,2018-04-01,1. FSV Mainz 05,Borussia Mönchengladbach,0,0,1,0,0,1,14,11,5.0,2.0,14,8,7,6,0,1,0,0,2.45,3.39,2.75,2.5,3.3,2.7,17/18,2349,2534
2393,2018-04-01,Werder Bremen,Eintracht Frankfurt,2,1,0,1,0,0,11,11,6.0,6.0,16,9,6,3,2,0,0,0,2.37,3.25,3.0,2.35,3.25,2.95,17/18,2492,2531
2394,2018-04-06,Hannover 96,Werder Bremen,2,1,0,2,0,0,10,14,6.0,4.0,16,20,4,2,1,2,0,0,2.89,3.5,2.37,3.0,3.4,2.35,17/18,2211,2492
2395,2018-04-07,FC Augsburg,Bayern München,1,4,2,1,2,2,7,12,1.0,7.0,19,8,1,6,3,1,0,0,6.5,4.33,1.5,6.75,4.25,1.5,17/18,2335,2726
2396,2018-04-07,1. FC Köln,1. FSV Mainz 05,1,1,1,1,0,0,15,12,8.0,4.0,13,19,8,3,4,5,0,1,2.0,3.5,3.75,2.1,3.5,3.5,17/18,2289,2349
2397,2018-04-07,SC Freiburg,VfL Wolfsburg,0,2,2,0,1,2,13,11,1.0,2.0,16,14,9,3,0,1,0,0,2.5,3.1,3.1,2.55,3.0,3.1,17/18,2414,2471
2398,2018-04-07,Hamburger SV,FC Schalke 04,3,2,0,1,1,1,18,7,7.0,4.0,16,15,8,1,2,2,0,0,4.33,3.39,1.9,4.0,3.3,2.0,17/18,2340,2461
2399,2018-04-07,Borussia Mönchengladbach,Hertha BSC,2,1,0,0,1,2,10,13,3.0,6.0,13,20,4,5,1,2,0,0,1.7,3.5,5.75,1.85,3.6,4.33,17/18,2534,2390
2400,2018-04-08,Borussia Dortmund,VfB Stuttgart,3,0,0,1,0,0,18,12,12.0,6.0,12,15,5,7,1,4,0,0,1.61,4.0,5.5,1.6,4.0,5.75,17/18,2610,2333
2401,2018-04-08,Eintracht Frankfurt,TSG 1899 Hoffenheim,1,1,1,0,0,1,15,10,5.0,3.0,13,8,8,3,0,2,0,0,2.39,3.39,3.0,2.55,3.3,2.8,17/18,2531,2525
2402,2018-04-09,RBLeipzig,Bayer Leverkusen,1,4,2,1,1,1,19,13,4.0,7.0,8,7,8,9,0,0,0,0,2.29,3.5,3.0,2.2,3.6,3.1,17/18,2638,2555
2403,2018-04-13,VfL Wolfsburg,FC Augsburg,0,0,1,0,0,1,17,9,4.0,2.0,18,17,7,5,2,4,1,1,2.14,3.29,3.6,2.1,3.3,3.7,17/18,2471,2335
2404,2018-04-14,Bayern München,Borussia Mönchengladbach,5,1,0,2,1,0,20,4,11.0,1.0,9,9,6,0,2,1,0,0,1.33,5.75,8.0,1.3,5.75,9.0,17/18,2726,2534
2405,2018-04-14,Hertha BSC,1. FC Köln,2,1,0,0,1,2,13,13,6.0,2.0,13,11,6,8,1,3,0,0,1.95,3.6,3.79,2.05,3.4,3.8,17/18,2390,2289
2406,2018-04-14,TSG 1899 Hoffenheim,Hamburger SV,2,0,0,2,0,0,21,13,6.0,5.0,8,10,7,8,1,2,0,0,1.5,4.33,6.5,1.48,4.6,6.25,17/18,2525,2340
2407,2018-04-14,Bayer Leverkusen,Eintracht Frankfurt,4,1,0,1,1,1,11,7,6.0,1.0,15,8,2,2,3,4,0,0,1.8,3.79,4.33,1.75,3.75,4.75,17/18,2555,2531
2408,2018-04-14,VfB Stuttgart,Hannover 96,1,1,1,0,0,1,12,9,5.0,3.0,12,11,10,4,1,2,0,0,1.9,3.6,4.0,1.85,3.5,4.4,17/18,2333,2211
2409,2018-04-15,FC Schalke 04,Borussia Dortmund,2,0,0,0,0,1,12,12,3.0,5.0,8,9,4,6,1,1,0,0,2.54,3.39,2.7,2.5,3.5,2.75,17/18,2461,2610
2410,2018-04-15,Werder Bremen,RBLeipzig,1,1,1,1,0,0,16,10,6.0,4.0,17,13,5,2,2,1,0,0,2.79,3.5,2.45,2.85,3.4,2.45,17/18,2492,2638
2411,2018-04-16,1. FSV Mainz 05,SC Freiburg,2,0,0,1,0,0,14,11,3.0,0.0,16,10,4,4,1,2,0,0,2.29,3.29,3.2,2.25,3.3,3.3,17/18,2349,2414
2412,2018-04-20,Borussia Mönchengladbach,VfL Wolfsburg,3,0,0,3,0,0,16,7,6.0,2.0,18,16,8,5,0,2,0,0,1.8,3.79,4.5,1.8,3.7,4.5,17/18,2534,2471
2413,2018-04-21,Borussia Dortmund,Bayer Leverkusen,4,0,0,1,0,0,17,10,9.0,2.0,11,14,7,6,0,0,0,0,2.29,3.5,3.0,2.3,3.5,3.0,17/18,2610,2555
2414,2018-04-21,Eintracht Frankfurt,Hertha BSC,0,3,2,0,0,1,13,4,3.0,3.0,9,16,5,0,1,1,1,0,1.95,3.39,4.2,1.91,3.5,4.1,17/18,2531,2390
2415,2018-04-21,Hamburger SV,SC Freiburg,1,0,0,0,0,1,11,11,5.0,4.0,12,15,10,4,3,3,0,1,2.04,3.39,3.75,2.05,3.3,3.8,17/18,2340,2414
2416,2018-04-21,Hannover 96,Bayern München,0,3,2,0,0,1,6,14,2.0,8.0,11,19,2,7,1,0,0,0,6.25,4.59,1.44,5.5,4.6,1.53,17/18,2211,2726
2417,2018-04-21,RBLeipzig,TSG 1899 Hoffenheim,2,5,2,0,3,2,14,12,8.0,7.0,7,20,8,4,0,2,1,0,2.04,3.75,3.39,2.05,3.9,3.25,17/18,2638,2525
2418,2018-04-21,VfB Stuttgart,Werder Bremen,2,0,0,1,0,0,11,9,5.0,3.0,8,18,3,5,1,2,0,0,2.39,3.29,3.0,2.4,3.4,2.95,17/18,2333,2492
2419,2018-04-22,FC Augsburg,1. FSV Mainz 05,2,0,0,1,0,0,15,7,6.0,3.0,16,18,4,5,4,1,0,0,2.2,3.29,3.39,2.2,3.25,3.5,17/18,2335,2349
2420,2018-04-22,1. FC Köln,FC Schalke 04,2,2,1,1,2,2,11,21,3.0,7.0,9,22,5,7,0,0,0,0,3.75,3.5,2.0,3.9,3.6,1.95,17/18,2289,2461
2421,2018-04-27,TSG 1899 Hoffenheim,Hannover 96,3,1,0,1,1,1,16,13,6.0,4.0,21,11,7,4,3,1,0,0,1.28,6.0,9.5,1.3,5.75,9.0,17/18,2525,2211
2422,2018-04-28,Bayern München,Eintracht Frankfurt,4,1,0,1,0,0,12,12,6.0,3.0,6,9,1,2,0,0,0,0,1.6,4.33,5.25,1.62,4.2,5.25,17/18,2726,2531
2423,2018-04-28,SC Freiburg,1. FC Köln,3,2,0,1,0,0,12,13,6.0,3.0,16,13,2,5,2,4,0,0,2.1,3.39,3.6,2.05,3.5,3.6,17/18,2414,2289
2424,2018-04-28,Hertha BSC,FC Augsburg,2,2,1,0,1,2,8,12,5.0,3.0,9,14,6,3,0,2,0,1,2.04,3.25,3.79,2.15,3.3,3.6,17/18,2390,2335
2425,2018-04-28,Bayer Leverkusen,VfB Stuttgart,0,1,2,0,0,1,24,4,7.0,1.0,13,12,6,2,2,0,0,0,1.39,4.75,8.0,1.42,4.75,7.5,17/18,2555,2333
2426,2018-04-28,FC Schalke 04,Borussia Mönchengladbach,1,1,1,1,1,1,10,10,4.0,4.0,11,11,1,1,2,4,1,0,1.85,3.6,4.2,1.87,3.5,4.33,17/18,2461,2534
2427,2018-04-28,VfL Wolfsburg,Hamburger SV,1,3,2,0,2,2,10,14,1.0,5.0,14,17,2,6,3,2,0,0,2.2,3.39,3.29,2.2,3.25,3.5,17/18,2471,2340
2428,2018-04-29,1. FSV Mainz 05,RBLeipzig,3,0,0,1,0,0,16,6,9.0,1.0,24,9,7,8,2,4,0,1,3.75,3.39,2.04,3.3,3.5,2.15,17/18,2349,2638
2429,2018-04-29,Werder Bremen,Borussia Dortmund,1,1,1,1,1,1,19,17,6.0,6.0,8,9,7,5,1,2,0,0,3.79,3.75,1.9,3.75,3.7,1.95,17/18,2492,2610
2430,2018-05-05,FC Augsburg,FC Schalke 04,1,2,2,1,2,2,12,15,5.0,7.0,13,9,4,4,2,3,0,0,3.6,3.29,2.1,3.4,3.4,2.15,17/18,2335,2461
2431,2018-05-05,Borussia Dortmund,1. FSV Mainz 05,1,2,2,1,2,2,12,7,4.0,5.0,16,17,4,2,3,3,0,0,1.3,5.5,10.0,1.3,5.5,9.75,17/18,2610,2349
2432,2018-05-05,Eintracht Frankfurt,Hamburger SV,3,0,0,1,0,0,14,14,10.0,4.0,14,5,3,7,2,0,0,0,1.95,3.5,4.0,1.95,3.8,3.7,17/18,2531,2340
2433,2018-05-05,1. FC Köln,Bayern München,1,3,2,1,0,0,10,16,3.0,9.0,11,8,4,7,1,0,0,0,11.0,6.5,1.25,9.25,6.25,1.28,17/18,2289,2726
2434,2018-05-05,Hannover 96,Hertha BSC,3,1,0,3,0,0,11,16,5.0,2.0,11,15,4,6,2,4,0,0,2.7,3.39,2.62,2.7,3.4,2.6,17/18,2211,2390
2435,2018-05-05,Borussia Mönchengladbach,SC Freiburg,3,1,0,1,0,0,18,18,5.0,6.0,6,8,7,3,0,3,0,0,1.8,3.6,4.75,1.8,3.7,4.4,17/18,2534,2414
2436,2018-05-05,RBLeipzig,VfL Wolfsburg,4,1,0,2,0,0,13,10,7.0,5.0,11,10,2,5,0,1,0,0,1.61,4.0,5.5,1.62,4.2,5.25,17/18,2638,2471
2437,2018-05-05,VfB Stuttgart,TSG 1899 Hoffenheim,2,0,0,1,0,0,5,21,2.0,7.0,15,10,1,9,6,1,1,0,3.1,3.75,2.14,3.25,3.6,2.15,17/18,2333,2525
2438,2018-05-05,Werder Bremen,Bayer Leverkusen,0,0,1,0,0,1,3,9,0.0,1.0,14,18,3,1,3,5,0,0,3.79,4.0,1.85,3.9,3.7,1.91,17/18,2492,2555
2439,2018-05-12,Bayern München,VfB Stuttgart,1,4,2,1,2,2,18,7,8.0,7.0,10,8,10,0,1,0,0,0,1.16,8.0,15.0,1.2,7.25,12.0,17/18,2726,2333
2440,2018-05-12,SC Freiburg,FC Augsburg,2,0,0,0,0,1,12,5,3.0,2.0,13,17,5,4,1,2,0,0,1.95,3.39,4.0,2.0,3.4,3.9,17/18,2414,2335
2441,2018-05-12,Hamburger SV,Borussia Mönchengladbach,2,1,0,1,1,1,17,8,8.0,3.0,10,7,8,3,3,1,1,0,2.29,3.5,3.0,2.25,3.8,2.9,17/18,2340,2534
2442,2018-05-12,Hertha BSC,RBLeipzig,2,6,2,1,3,2,8,17,4.0,10.0,12,11,3,6,1,1,0,0,4.2,3.75,1.85,4.2,3.9,1.8,17/18,2390,2638
2443,2018-05-12,TSG 1899 Hoffenheim,Borussia Dortmund,3,1,0,1,0,0,12,10,8.0,4.0,4,7,2,3,0,0,0,0,2.2,3.79,3.0,2.2,3.8,3.0,17/18,2525,2610
2444,2018-05-12,Bayer Leverkusen,Hannover 96,3,2,0,2,0,0,27,11,8.0,4.0,9,11,5,2,2,2,0,0,1.19,7.0,13.0,1.22,7.25,10.5,17/18,2555,2211
2445,2018-05-12,1. FSV Mainz 05,Werder Bremen,1,2,2,1,1,1,13,14,1.0,3.0,10,6,3,7,0,1,0,0,2.29,3.6,3.0,2.35,3.6,2.9,17/18,2349,2492
2446,2018-05-12,FC Schalke 04,Eintracht Frankfurt,1,0,0,1,0,0,11,6,5.0,2.0,10,12,4,3,0,2,0,0,2.29,3.5,3.0,2.45,3.4,2.9,17/18,2461,2531
2447,2018-05-12,VfL Wolfsburg,1. FC Köln,4,1,0,1,1,1,16,6,8.0,1.0,12,17,5,10,2,3,0,0,1.64,4.0,5.25,1.65,4.1,5.0,17/18,2471,2289
2448,2016-08-26,Bayern München,Werder Bremen,6,0,0,2,0,0,27,4,14.0,2.0,7,8,8,1,0,1,0,0,1.1,10.0,23.0,1.1,9.75,18.5,16/17,2726,2492
2449,2016-08-27,FC Augsburg,VfL Wolfsburg,0,2,2,0,1,2,13,12,2.0,6.0,15,17,2,3,1,2,0,0,2.8,3.25,2.6,2.8,3.4,2.4,16/17,2335,2471
2450,2016-08-27,Borussia Dortmund,1. FSV Mainz 05,2,1,0,1,0,0,17,12,8.0,4.0,3,20,7,2,0,3,0,0,1.36,5.0,8.5,1.36,4.6,8.25,16/17,2610,2349
2451,2016-08-27,Eintracht Frankfurt,FC Schalke 04,1,0,0,1,0,0,11,11,4.0,3.0,11,15,7,5,2,2,1,0,3.4,3.3,2.2,3.0,3.5,2.2,16/17,2531,2461
2452,2016-08-27,1. FC Köln,SV Darmstadt 98,2,0,0,1,0,0,21,12,8.0,3.0,11,15,6,5,3,3,0,0,1.8,3.5,4.75,1.75,3.5,4.75,16/17,2289,2204
2453,2016-08-27,Hamburger SV,FC Ingolstadt 04,1,1,1,1,0,0,8,13,1.0,5.0,17,15,4,5,2,2,0,0,2.2,3.2,3.5,2.2,3.2,3.3,16/17,2340,2215
2454,2016-08-27,Borussia Mönchengladbach,Bayer Leverkusen,2,1,0,1,0,0,14,12,9.0,6.0,11,16,7,3,3,3,0,0,2.3,3.4,3.1,2.25,3.4,3.0,16/17,2534,2555
2455,2016-08-28,Hertha BSC,SC Freiburg,2,1,0,0,0,1,15,8,5.0,2.0,10,10,5,2,0,3,0,0,2.15,3.3,3.5,2.05,3.3,3.6,16/17,2390,2414
2456,2016-08-28,TSG 1899 Hoffenheim,RBLeipzig,2,2,1,0,0,1,11,23,5.0,9.0,12,14,2,9,2,4,0,0,2.5,3.25,2.9,2.6,3.1,2.75,16/17,2525,2638
2457,2016-09-09,FC Schalke 04,Bayern München,0,2,2,0,0,1,9,18,2.0,2.0,13,12,2,7,2,4,0,0,10.0,5.5,1.3,11.0,5.75,1.3,16/17,2461,2726
2458,2016-09-10,SV Darmstadt 98,Eintracht Frankfurt,1,0,0,0,0,1,8,14,1.0,3.0,16,13,1,4,1,2,0,0,3.0,3.3,2.4,3.0,3.3,2.4,16/17,2204,2531
2459,2016-09-10,SC Freiburg,Borussia Mönchengladbach,3,1,0,0,1,2,17,5,7.0,2.0,17,11,3,4,2,2,0,0,3.6,3.6,2.0,3.7,3.6,2.0,16/17,2414,2534
2460,2016-09-10,FC Ingolstadt 04,Hertha BSC,0,2,2,0,1,2,12,7,5.0,6.0,13,20,6,1,3,1,0,0,2.4,3.1,3.2,2.45,3.1,3.1,16/17,2215,2390
2461,2016-09-10,Bayer Leverkusen,Hamburger SV,3,1,0,0,0,1,15,6,5.0,2.0,13,20,4,1,2,1,0,0,1.45,4.5,7.0,1.5,4.33,6.5,16/17,2555,2340
2462,2016-09-10,RBLeipzig,Borussia Dortmund,1,0,0,0,0,1,10,8,4.0,1.0,16,10,5,7,2,2,0,0,5.25,4.2,1.62,5.25,4.25,1.6,16/17,2638,2610
2463,2016-09-10,VfL Wolfsburg,1. FC Köln,0,0,1,0,0,1,18,16,4.0,9.0,13,14,8,4,2,3,0,0,1.85,3.75,4.2,1.85,3.7,4.25,16/17,2471,2289
2464,2016-09-11,1. FSV Mainz 05,TSG 1899 Hoffenheim,4,4,1,4,1,0,12,20,6.0,5.0,19,16,8,5,1,3,1,0,2.0,3.5,3.75,2.0,3.6,3.7,16/17,2349,2525
2465,2016-09-11,Werder Bremen,FC Augsburg,1,2,2,1,0,0,10,18,1.0,5.0,14,28,0,4,2,3,0,0,2.3,3.4,3.1,2.35,3.4,3.0,16/17,2492,2335
2466,2016-09-16,1. FC Köln,SC Freiburg,3,0,0,3,0,0,9,17,3.0,8.0,12,10,4,6,1,1,0,0,1.8,3.6,4.5,1.8,3.75,4.4,16/17,2289,2414
2467,2016-09-17,Bayern München,FC Ingolstadt 04,3,1,0,1,1,1,10,13,5.0,5.0,18,17,5,5,1,2,0,0,1.07,12.0,34.0,1.09,10.5,19.0,16/17,2726,2215
2468,2016-09-17,Borussia Dortmund,SV Darmstadt 98,6,0,0,1,0,0,22,5,14.0,1.0,8,16,12,2,0,4,0,1,1.13,9.0,21.0,1.15,7.75,13.5,16/17,2610,2204
2469,2016-09-17,Eintracht Frankfurt,Bayer Leverkusen,2,1,0,0,0,1,17,7,8.0,3.0,22,14,1,3,3,0,0,0,4.0,3.5,1.95,3.9,3.6,1.87,16/17,2531,2555
2470,2016-09-17,Hamburger SV,RBLeipzig,0,4,2,0,0,1,14,12,2.0,6.0,17,13,8,3,5,1,0,0,2.75,3.25,2.63,2.6,3.2,2.7,16/17,2340,2638
2471,2016-09-17,TSG 1899 Hoffenheim,VfL Wolfsburg,0,0,1,0,0,1,20,20,5.0,9.0,17,18,3,11,2,1,0,0,3.1,3.6,2.25,2.95,3.4,2.3,16/17,2525,2471
2472,2016-09-17,Borussia Mönchengladbach,Werder Bremen,4,1,0,4,0,0,15,9,7.0,5.0,9,19,10,4,0,3,0,1,1.44,4.5,7.5,1.48,4.4,6.0,16/17,2534,2492
2473,2016-09-18,FC Augsburg,1. FSV Mainz 05,1,3,2,0,1,2,12,11,5.0,6.0,15,16,2,7,1,2,0,1,2.38,3.4,3.0,2.15,3.5,3.1,16/17,2335,2349
2474,2016-09-18,Hertha BSC,FC Schalke 04,2,0,0,0,0,1,8,11,2.0,4.0,12,17,4,6,1,1,0,0,2.5,3.4,2.8,2.55,3.4,2.6,16/17,2390,2461
2475,2016-09-20,SV Darmstadt 98,TSG 1899 Hoffenheim,1,1,1,0,0,1,12,15,3.0,4.0,16,18,2,6,1,1,0,0,3.5,3.5,2.1,3.6,3.4,2.1,16/17,2204,2525
