,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season
3696,2012-09-15,15,1,0,0,1,0,0,1,10,6,3.0,2.0,19,13,7,4,1,0,0,0,1.62,3.8,5.5,1.65,3.8,5.0,12/13
3697,2012-09-16,11,20,3,2,0,2,1,0,17,14,6.0,7.0,15,19,7,6,0,1,0,1,2.0,3.4,3.75,2.0,3.7,3.6,12/13
3698,2012-09-16,2,12,5,3,0,2,1,0,23,9,9.0,5.0,11,18,11,2,2,5,0,0,2.4,3.4,2.8,2.3,3.4,3.1,12/13
3699,2012-09-21,14,11,1,2,2,0,1,2,14,12,5.0,5.0,9,17,8,5,1,3,0,0,2.1,3.4,3.4,2.25,3.7,3.1,12/13
3700,2012-09-22,1,2,0,0,1,0,0,1,11,11,2.0,3.0,13,17,3,6,2,2,0,0,2.15,3.4,3.3,2.07,3.4,3.45,12/13
3701,2012-09-22,20,7,3,2,0,1,0,0,7,28,3.0,12.0,20,11,2,10,3,1,0,0,5.25,4.2,1.57,5.5,3.8,1.6,12/13
3702,2012-09-22,8,10,2,0,0,2,0,0,11,11,5.0,3.0,23,17,4,6,0,2,0,0,1.73,3.6,4.75,1.75,3.6,4.5,12/13
3703,2012-09-22,17,0,0,2,2,0,0,1,14,13,5.0,5.0,14,18,2,3,2,0,0,0,4.0,3.4,1.91,3.8,3.4,1.95,12/13
3704,2012-09-22,6,32,1,1,1,1,1,1,12,8,5.0,1.0,20,22,7,2,0,2,0,0,1.8,3.75,4.2,1.78,3.6,4.33,12/13
3705,2012-09-23,12,9,3,1,0,1,1,1,16,5,6.0,2.0,13,18,8,2,3,2,0,0,2.5,3.4,2.7,2.5,3.6,2.75,12/13
3706,2012-09-23,13,4,1,1,1,1,1,1,31,5,9.0,1.0,13,12,10,3,0,4,0,0,1.91,3.6,3.8,2.05,3.6,3.6,12/13
3707,2012-09-23,5,15,2,2,1,2,0,0,11,13,6.0,2.0,17,13,6,7,4,0,1,1,1.91,3.6,3.75,2.0,3.6,3.8,12/13
3708,2012-09-25,0,6,3,0,0,1,0,0,25,4,13.0,1.0,15,18,10,2,1,1,0,0,1.2,6.5,13.0,1.2,6.5,12.0,12/13
3709,2012-09-25,11,7,3,3,1,0,2,2,14,9,5.0,7.0,13,15,6,4,2,1,0,0,4.2,3.75,1.8,3.9,3.7,1.83,12/13
3710,2012-09-25,32,1,0,2,2,0,2,2,11,10,3.0,5.0,22,15,4,2,2,2,0,0,2.15,3.25,3.5,2.1,3.4,3.7,12/13
3711,2012-09-25,17,8,3,0,0,1,0,0,16,10,9.0,3.0,10,11,7,3,2,2,0,0,1.57,3.8,6.0,1.57,3.9,5.75,12/13
3712,2012-09-26,10,13,1,3,2,0,3,2,11,12,6.0,6.0,9,17,3,2,1,3,0,0,3.2,3.3,2.25,3.1,3.2,2.3,12/13
3713,2012-09-26,2,5,1,2,2,1,0,0,18,5,7.0,3.0,15,24,7,2,2,4,0,0,2.5,3.4,2.7,2.7,3.6,2.55,12/13
3714,2012-09-26,9,14,4,1,0,2,0,0,7,6,4.0,2.0,15,19,5,6,3,2,0,0,2.1,3.4,3.4,2.1,3.5,3.6,12/13
3715,2012-09-26,4,20,2,2,1,1,2,2,9,18,4.0,4.0,12,19,4,5,2,1,1,0,1.91,3.5,4.0,1.9,3.4,4.0,12/13
3716,2012-09-26,15,12,0,3,2,0,1,2,8,16,3.0,10.0,18,15,4,5,2,2,0,0,1.83,3.75,4.0,1.75,3.75,4.33,12/13
3717,2012-09-28,1,17,2,2,1,0,2,2,7,14,2.0,6.0,10,9,4,4,1,1,0,0,4.33,3.5,1.83,4.6,3.5,1.85,12/13
3718,2012-09-29,7,4,5,0,0,2,0,0,17,9,8.0,3.0,10,8,10,5,0,1,0,0,1.36,4.5,9.0,1.4,4.75,7.0,12/13
3719,2012-09-29,20,9,1,0,0,1,0,0,10,14,4.0,5.0,25,12,2,8,3,1,0,0,2.3,3.4,3.0,2.35,3.6,2.95,12/13
3720,2012-09-29,12,10,0,0,1,0,0,1,9,5,2.0,2.0,19,16,6,2,2,1,1,0,1.75,3.75,4.5,1.75,3.6,4.5,12/13
3721,2012-09-29,13,32,2,0,0,0,0,1,13,7,7.0,1.0,15,14,7,2,1,1,0,0,1.44,4.33,7.0,1.45,4.33,6.75,12/13
3722,2012-09-29,14,15,0,2,2,0,1,2,13,9,3.0,5.0,19,28,9,3,0,2,0,0,2.3,3.4,3.0,2.2,3.5,3.0,12/13
3723,2012-09-29,5,0,0,2,2,0,0,1,8,19,2.0,5.0,14,17,2,6,2,2,0,0,6.0,4.0,1.53,5.5,4.1,1.55,12/13
3724,2012-09-30,11,2,2,1,0,0,0,1,8,12,4.0,5.0,17,17,6,6,1,3,0,1,1.75,3.75,4.5,1.75,3.5,4.75,12/13
3725,2012-09-30,6,8,0,2,2,0,2,2,19,7,5.0,3.0,18,18,11,2,3,3,0,0,2.1,3.4,3.4,2.2,3.5,3.3,12/13
3726,2012-10-05,10,5,3,1,0,2,1,0,12,15,4.0,5.0,17,14,3,3,2,1,0,0,2.9,3.5,2.3,3.2,3.4,2.3,12/13
3727,2012-10-06,0,12,2,0,0,1,0,0,13,4,2.0,1.0,14,20,8,1,0,3,0,0,1.14,7.5,17.0,1.15,7.5,15.0,12/13
3728,2012-10-06,2,14,3,0,0,1,0,0,18,11,7.0,4.0,17,17,3,9,3,3,0,0,2.1,3.5,3.3,2.2,3.5,3.3,12/13
3729,2012-10-06,32,20,0,1,2,0,1,2,12,8,2.0,4.0,22,24,6,1,4,2,0,0,2.7,3.4,2.5,2.8,3.4,2.4,12/13
3730,2012-10-06,8,1,1,0,0,0,0,1,13,7,3.0,4.0,22,13,2,2,4,2,0,1,1.83,3.5,4.33,1.9,3.4,4.0,12/13
3731,2012-10-06,17,6,3,0,0,1,0,0,13,5,5.0,4.0,14,19,10,1,1,0,0,0,1.4,4.5,8.0,1.42,4.5,7.0,12/13
3732,2012-10-07,9,7,1,1,1,0,1,2,14,12,6.0,3.0,19,17,7,3,4,0,0,0,5.0,3.75,1.67,4.6,3.75,1.7,12/13
3733,2012-10-07,4,11,2,0,0,2,0,0,6,12,3.0,3.0,18,19,1,7,4,0,0,0,2.25,3.5,3.0,2.4,3.6,2.9,12/13
3734,2012-10-07,15,13,2,2,1,1,1,1,10,13,2.0,6.0,14,19,4,7,2,3,0,0,2.4,3.5,2.75,2.65,3.6,2.6,12/13
3735,2012-10-19,12,32,3,3,1,1,1,1,19,16,11.0,8.0,15,21,4,4,0,5,0,0,1.83,3.6,4.2,1.91,3.5,4.33,12/13
3736,2012-10-20,7,17,1,2,2,0,1,2,8,7,4.0,4.0,18,14,4,5,2,3,0,0,1.62,4.0,5.0,1.75,3.8,5.0,12/13
3737,2012-10-20,11,9,3,1,0,2,1,0,15,14,7.0,4.0,18,17,6,8,2,4,0,0,2.1,3.5,3.3,2.2,3.7,3.2,12/13
3738,2012-10-20,1,0,0,5,2,0,2,2,2,24,1.0,14.0,18,13,2,6,3,1,0,0,11.0,5.0,1.29,9.25,4.75,1.33,12/13
3739,2012-10-20,13,8,2,2,1,1,0,0,14,10,8.0,3.0,8,15,5,3,4,3,0,0,1.67,3.8,5.0,1.67,3.8,4.75,12/13
3740,2012-10-20,5,4,4,0,0,2,0,0,20,9,7.0,2.0,12,11,10,3,1,2,0,0,2.1,3.4,3.4,2.2,3.5,3.3,12/13
3741,2012-10-20,6,2,0,2,2,0,1,2,9,8,2.0,5.0,23,14,7,1,1,2,0,0,2.25,3.4,3.1,2.2,3.4,3.1,12/13
3742,2012-10-21,20,15,0,1,2,0,1,2,18,21,8.0,6.0,21,13,3,4,0,2,0,0,2.25,3.4,3.1,2.35,3.6,2.95,12/13
3743,2012-10-21,14,10,0,0,1,0,0,1,8,10,2.0,4.0,24,22,4,2,4,3,0,0,2.0,3.5,3.6,2.0,3.4,3.6,12/13
3744,2012-10-26,10,20,0,2,2,0,1,2,19,10,2.0,4.0,10,19,13,3,1,3,0,0,2.38,3.4,2.88,2.65,3.4,2.7,12/13
3745,2012-10-27,1,6,1,4,2,0,0,1,6,10,2.0,7.0,19,18,1,4,1,1,1,0,2.3,3.3,3.1,2.3,3.4,2.9,12/13
3746,2012-10-27,2,7,0,2,2,0,0,1,6,17,2.0,6.0,19,18,3,7,2,3,0,0,5.5,3.75,1.62,5.5,4.0,1.65,12/13
3747,2012-10-27,32,5,1,1,1,1,1,1,10,16,3.0,8.0,24,17,4,6,3,1,0,0,2.6,3.4,2.6,2.75,3.5,2.55,12/13
3748,2012-10-27,8,12,3,0,0,1,0,0,11,7,5.0,2.0,12,19,4,2,1,2,0,0,2.0,3.5,3.6,2.05,3.5,3.4,12/13
3749,2012-10-27,17,14,1,0,0,0,0,1,17,10,8.0,2.0,12,15,4,3,0,3,0,0,1.3,5.5,9.0,1.31,5.5,10.5,12/13
3750,2012-10-28,0,13,1,2,2,0,1,2,23,5,6.0,5.0,15,17,14,2,3,1,0,0,1.22,6.0,13.0,1.22,6.35,11.0,12/13
3751,2012-10-28,9,4,2,3,2,0,0,1,5,14,3.0,9.0,17,15,4,7,2,1,0,0,1.91,3.6,3.8,2.0,3.6,3.8,12/13
3752,2012-10-28,15,11,2,1,0,1,0,0,14,13,4.0,7.0,17,18,10,5,2,3,0,0,2.1,3.5,3.3,2.15,3.7,3.3,12/13
3753,2012-11-02,11,32,1,1,1,1,0,0,7,12,4.0,8.0,15,26,3,7,2,2,0,0,1.6,4.0,5.25,1.67,3.8,5.75,12/13
3754,2012-11-03,7,15,0,0,1,0,0,1,20,12,7.0,3.0,9,19,9,2,0,4,0,0,1.33,5.0,9.0,1.4,5.0,8.0,12/13
3755,2012-11-03,20,0,0,3,2,0,1,2,7,15,3.0,8.0,17,14,2,5,2,2,0,0,7.5,5.0,1.36,7.25,5.0,1.36,12/13
3756,2012-11-03,9,10,2,0,0,1,0,0,14,10,4.0,5.0,16,17,2,9,0,0,0,0,1.7,3.75,4.75,1.72,3.8,4.4,12/13
3757,2012-11-03,12,17,3,2,0,1,1,1,6,23,4.0,10.0,18,12,0,5,2,3,0,0,4.33,3.6,1.8,4.2,3.8,1.85,12/13
3758,2012-11-03,4,2,1,1,1,0,0,1,14,13,4.0,3.0,12,12,4,6,1,0,0,0,2.25,3.25,3.2,2.25,3.5,3.2,12/13
3759,2012-11-03,14,6,1,0,0,0,0,1,11,3,4.0,2.0,21,16,5,4,2,3,0,0,2.5,3.4,2.7,2.55,3.4,2.6,12/13
3760,2012-11-04,13,1,3,2,0,2,1,0,18,14,10.0,3.0,13,18,7,5,0,2,1,0,1.44,4.33,7.0,1.44,4.2,7.25,12/13
3761,2012-11-04,5,8,2,1,0,1,0,0,17,13,4.0,4.0,11,14,5,4,1,3,0,0,2.0,3.5,3.6,2.05,3.6,3.6,12/13
3762,2012-11-09,8,14,2,1,0,2,1,0,12,10,2.0,3.0,17,21,3,6,5,5,0,0,1.8,3.5,4.5,1.83,3.6,4.6,12/13
3763,2012-11-10,10,7,1,3,2,0,1,2,16,16,8.0,4.0,12,13,4,5,2,2,0,0,6.5,4.1,1.5,6.5,4.0,1.5,12/13
3764,2012-11-10,0,11,2,0,0,1,0,0,19,13,12.0,2.0,11,12,8,4,0,3,0,0,1.17,7.0,16.0,1.18,7.25,12.0,12/13
3765,2012-11-10,1,12,1,1,1,1,1,1,11,4,3.0,1.0,17,18,6,1,1,1,0,1,2.75,3.3,2.5,2.65,3.4,2.5,12/13
3766,2012-11-10,2,20,0,0,1,0,0,1,16,9,3.0,4.0,19,20,9,3,2,3,0,1,2.0,3.5,3.6,2.05,3.6,3.3,12/13
3767,2012-11-10,17,5,2,1,0,0,1,2,5,9,4.0,3.0,18,15,2,7,1,1,0,0,1.44,4.5,7.0,1.55,4.33,6.25,12/13
3768,2012-11-11,32,4,2,4,2,2,1,0,11,10,3.0,7.0,15,13,4,4,2,0,2,0,2.6,3.25,2.7,2.65,3.4,2.7,12/13
3769,2012-11-11,15,9,2,4,2,2,0,0,13,10,8.0,4.0,21,17,10,5,2,3,0,0,2.0,3.5,3.6,2.0,3.5,3.5,12/13
3770,2012-11-11,6,13,3,1,0,3,0,0,12,9,6.0,4.0,8,17,5,6,1,3,0,0,3.1,3.5,2.2,3.2,3.7,2.2,12/13
3771,2012-11-17,7,32,3,1,0,3,1,0,15,5,6.0,2.0,7,10,3,1,2,2,0,0,1.17,7.0,15.0,1.17,7.25,13.0,12/13
3772,2012-11-17,11,10,4,2,0,2,1,0,19,7,4.0,2.0,16,19,6,6,1,3,0,0,1.73,3.75,4.5,1.7,3.7,4.75,12/13
3773,2012-11-17,20,8,1,0,0,0,0,1,10,14,4.0,3.0,20,11,8,7,2,1,0,0,2.4,3.4,2.8,2.3,3.5,3.1,12/13
3774,2012-11-17,9,2,1,2,2,1,1,1,15,21,5.0,8.0,12,15,11,6,2,1,0,0,2.1,3.4,3.4,1.95,3.5,3.7,12/13
3775,2012-11-17,13,17,2,0,0,1,0,0,18,8,7.0,3.0,6,13,3,1,1,2,0,1,2.63,3.5,2.5,2.65,3.6,2.6,12/13
3776,2012-11-17,4,15,1,2,2,1,1,1,12,13,5.0,6.0,17,16,9,2,3,4,0,0,2.38,3.4,2.88,2.55,3.5,2.75,12/13
3777,2012-11-17,14,0,1,1,1,0,1,2,7,7,2.0,4.0,13,25,7,8,3,2,1,0,10.0,5.5,1.29,10.0,5.25,1.28,12/13
3778,2012-11-18,12,6,1,3,2,0,2,2,25,8,7.0,4.0,12,14,10,0,2,1,0,0,2.25,3.4,3.1,2.3,3.5,3.1,12/13
3779,2012-11-18,5,1,2,1,0,0,1,2,22,4,6.0,3.0,21,15,10,1,3,3,1,0,1.53,4.1,6.0,1.53,4.1,5.75,12/13
3780,2012-11-23,1,20,2,0,0,1,0,0,11,13,3.0,4.0,18,13,3,8,2,3,0,0,3.0,3.25,2.38,2.9,3.4,2.3,12/13
3781,2012-11-24,0,9,5,0,0,3,0,0,19,8,14.0,5.0,14,16,5,2,2,3,0,0,1.17,7.0,15.0,1.17,7.25,13.0,12/13
3782,2012-11-24,32,14,0,0,1,0,0,1,5,3,1.0,0.0,23,20,6,1,2,2,1,1,2.5,3.3,2.75,2.35,3.4,2.85,12/13
3783,2012-11-24,8,7,1,2,2,1,2,2,10,12,3.0,5.0,19,8,4,2,4,0,0,0,5.5,3.75,1.62,5.5,3.7,1.62,12/13
3784,2012-11-24,17,11,1,1,1,1,1,1,18,11,4.0,2.0,12,13,9,1,1,1,0,1,1.5,4.33,6.0,1.5,4.5,5.5,12/13
3785,2012-11-24,6,5,1,1,1,0,1,2,14,12,5.0,2.0,17,16,5,7,2,2,0,1,2.25,3.4,3.1,2.25,3.5,2.95,12/13
3786,2012-11-25,10,4,1,1,1,1,0,0,13,9,1.0,3.0,19,10,3,1,1,2,0,0,2.38,3.25,3.0,2.3,3.4,2.95,12/13
3787,2012-11-25,2,15,3,0,0,1,0,0,26,10,11.0,2.0,12,19,10,3,2,3,0,0,2.2,3.5,3.1,2.3,3.5,2.85,12/13
3788,2012-11-25,12,13,1,2,2,0,2,2,24,8,5.0,4.0,12,18,4,1,1,2,0,0,3.1,3.4,2.25,3.2,3.4,2.15,12/13
3789,2012-11-27,7,1,1,1,1,1,0,0,22,5,7.0,1.0,5,16,7,2,1,1,0,1,1.13,8.0,19.0,1.15,7.25,16.0,12/13
3790,2012-11-27,11,8,1,3,2,0,2,2,11,10,6.0,5.0,20,16,8,3,2,1,0,1,2.1,3.4,3.4,2.0,3.4,3.6,12/13
3791,2012-11-27,20,17,3,1,0,0,0,1,19,20,6.0,8.0,12,9,3,7,2,1,0,0,4.5,3.5,1.8,4.5,3.5,1.78,12/13
3792,2012-11-27,9,32,2,0,0,1,0,0,12,11,5.0,3.0,20,21,3,5,1,1,0,0,1.62,4.0,5.0,1.67,3.8,4.75,12/13
3793,2012-11-28,2,0,0,2,2,0,1,2,10,12,4.0,6.0,9,18,1,6,1,1,1,0,8.0,4.75,1.36,7.75,5.0,1.35,12/13
3794,2012-11-28,4,6,2,0,0,2,0,0,12,17,6.0,6.0,11,16,2,8,1,2,0,0,2.38,3.4,2.88,2.4,3.4,2.8,12/13
3795,2012-11-28,14,12,4,2,0,2,1,0,14,15,6.0,5.0,24,22,1,3,1,4,0,0,2.3,3.4,3.0,2.35,3.25,2.95,12/13
3796,2012-11-28,15,10,2,1,0,1,1,1,10,16,3.0,8.0,14,17,1,5,1,1,0,0,1.6,4.0,5.25,1.62,4.0,5.0,12/13
3797,2012-11-28,5,13,1,4,2,0,1,2,17,9,5.0,5.0,20,15,9,3,3,1,0,0,2.6,3.5,2.55,2.6,3.3,2.6,12/13
3798,2012-11-30,1,11,4,0,0,2,0,0,13,7,6.0,2.0,9,14,5,2,2,2,0,1,2.88,3.4,2.38,2.85,3.3,2.4,12/13
3799,2012-12-01,10,2,1,1,1,1,1,1,14,10,4.0,3.0,20,16,2,2,3,4,0,0,2.5,3.3,2.75,2.5,3.3,2.7,12/13
3800,2012-12-01,0,7,1,1,1,0,0,1,14,12,5.0,5.0,14,17,7,5,0,0,0,0,1.75,3.8,4.33,1.8,3.7,4.1,12/13
3801,2012-12-01,32,15,0,1,2,0,1,2,17,10,5.0,7.0,19,14,10,2,5,4,0,1,3.0,3.4,2.3,2.9,3.4,2.3,12/13
3802,2012-12-01,13,14,1,0,0,1,0,0,22,8,8.0,2.0,17,17,7,3,2,2,0,0,1.5,4.33,6.0,1.45,4.6,6.0,12/13
3803,2012-12-01,8,9,2,1,0,1,1,1,13,14,3.0,3.0,13,17,4,6,2,3,1,0,2.0,3.5,3.6,2.0,3.5,3.5,12/13
3804,2012-12-01,17,4,1,1,1,0,0,1,22,5,6.0,1.0,17,12,8,1,1,3,0,0,1.44,4.5,6.5,1.48,4.5,5.75,12/13
3805,2012-12-02,12,5,1,4,2,0,2,2,9,12,3.0,6.0,18,14,3,5,3,1,0,0,2.6,3.3,2.63,2.55,3.4,2.6,12/13
3806,2012-12-02,6,20,1,1,1,0,1,2,22,9,5.0,3.0,13,17,10,5,1,3,0,0,1.91,3.6,3.75,1.95,3.5,3.7,12/13
3807,2012-12-07,20,12,2,0,0,1,0,0,10,14,4.0,3.0,16,9,1,3,1,1,0,0,2.0,3.5,3.75,2.0,3.5,3.5,12/13
3808,2012-12-08,10,0,0,2,2,0,1,2,14,18,3.0,6.0,11,11,4,3,0,0,0,0,10.0,5.5,1.29,9.25,5.5,1.28,12/13
3809,2012-12-08,7,6,2,3,2,1,2,2,20,6,10.0,4.0,13,19,8,4,3,3,1,0,1.29,5.5,10.0,1.28,5.75,8.75,12/13
3810,2012-12-08,11,5,4,1,0,0,0,1,18,12,7.0,6.0,17,21,3,4,4,2,0,0,2.4,3.5,2.8,2.4,3.5,2.7,12/13
3811,2012-12-08,2,32,1,0,0,1,0,0,11,9,3.0,1.0,16,21,3,2,2,4,0,0,1.7,3.6,5.0,1.7,3.5,5.0,12/13
3812,2012-12-08,14,1,2,0,0,1,0,0,13,8,5.0,1.0,15,19,2,4,1,6,0,0,1.91,3.3,4.2,1.9,3.4,4.0,12/13
3813,2012-12-08,15,17,3,1,0,2,1,0,13,13,7.0,3.0,24,17,4,8,4,1,1,1,3.1,3.4,2.25,2.8,3.4,2.4,12/13
3814,2012-12-09,9,13,3,2,0,1,1,1,8,13,5.0,4.0,11,15,4,3,0,3,0,0,2.8,3.5,2.4,2.8,3.5,2.35,12/13
3815,2012-12-09,4,8,2,0,0,0,0,1,10,14,2.0,4.0,11,12,2,6,2,2,0,0,2.4,3.3,2.9,2.35,3.3,2.9,12/13
3816,2012-12-14,0,4,1,1,1,0,1,2,26,5,10.0,1.0,13,18,14,4,1,2,0,0,1.14,7.5,17.0,1.18,7.25,12.0,12/13
3817,2012-12-15,1,9,2,1,0,1,0,0,10,13,5.0,5.0,10,16,5,3,2,3,0,0,2.75,3.3,2.5,2.7,3.3,2.5,12/13
3818,2012-12-15,32,10,1,1,1,0,1,2,12,7,7.0,5.0,18,25,4,3,0,4,1,1,2.38,3.2,3.0,2.4,3.2,2.95,12/13
3819,2012-12-15,13,20,3,0,0,2,0,0,18,16,6.0,4.0,10,14,6,7,1,2,0,0,1.6,4.0,5.25,1.57,3.9,5.75,12/13
3820,2012-12-15,8,15,3,1,0,0,0,1,16,7,10.0,2.0,16,17,4,5,3,2,0,0,2.25,3.4,3.1,2.25,3.4,3.0,12/13
3821,2012-12-15,17,2,1,3,2,1,2,2,16,15,4.0,5.0,17,12,11,6,1,0,1,1,1.67,3.75,5.0,1.62,3.8,5.25,12/13
3822,2012-12-15,6,11,0,2,2,0,2,2,7,18,3.0,6.0,23,15,3,7,2,1,1,0,2.1,3.5,3.3,2.05,3.6,3.25,12/13
3823,2012-12-16,12,7,1,3,2,1,1,1,9,17,1.0,9.0,19,18,1,4,1,0,0,0,7.0,4.33,1.44,6.25,4.5,1.45,12/13
3824,2012-12-16,5,14,1,1,1,0,0,1,26,9,7.0,5.0,15,19,9,1,1,4,0,0,1.83,4.0,3.75,1.83,3.5,4.2,12/13
3825,2013-01-18,17,9,5,4,0,1,0,0,14,9,8.0,4.0,17,13,6,3,4,4,0,0,1.67,3.8,5.0,1.72,4.0,4.25,12/13
3826,2013-01-19,0,32,2,0,0,1,0,0,22,5,5.0,1.0,12,10,17,0,1,1,0,0,1.1,10.0,19.0,1.11,9.25,18.0,12/13
3827,2013-01-19,12,4,0,0,1,0,0,1,17,12,3.0,1.0,11,18,8,4,3,2,0,0,2.38,3.4,2.9,2.5,3.4,2.7,12/13
3828,2013-01-19,13,11,3,1,0,2,0,0,22,11,6.0,1.0,21,15,9,2,1,2,0,0,1.67,4.0,4.75,1.62,4.0,5.0,12/13
3829,2013-01-19,8,2,0,0,1,0,0,1,7,12,3.0,1.0,16,22,1,5,2,2,1,0,2.2,3.25,3.3,2.0,3.5,3.6,12/13
3830,2013-01-19,5,7,0,5,2,0,2,2,8,15,3.0,9.0,17,11,4,3,0,2,0,0,5.0,3.75,1.67,5.0,3.75,1.67,12/13
3831,2013-01-19,6,15,2,0,0,0,0,1,7,21,2.0,5.0,17,11,3,8,0,2,0,0,2.1,3.5,3.3,2.15,3.4,3.25,12/13
3832,2013-01-20,1,10,2,3,2,0,2,2,15,23,4.0,12.0,9,25,6,9,1,4,0,0,2.3,3.3,3.1,2.3,3.25,3.1,12/13
3833,2013-01-20,14,20,1,1,1,0,0,1,8,10,3.0,3.0,10,20,2,5,2,3,0,0,2.3,3.2,3.2,2.3,3.4,3.0,12/13
3834,2013-01-25,7,14,3,0,0,2,0,0,19,7,9.0,4.0,13,8,3,3,0,0,0,0,1.18,6.5,15.0,1.18,6.75,14.0,12/13
3835,2013-01-26,10,17,0,0,1,0,0,1,14,11,4.0,4.0,14,22,4,4,1,4,0,0,3.6,3.5,2.0,3.6,3.5,2.0,12/13
3836,2013-01-26,11,12,2,1,0,1,0,0,16,12,6.0,5.0,19,21,7,6,3,3,0,0,1.95,3.6,3.6,1.91,3.5,3.9,12/13
3837,2013-01-26,2,13,0,0,1,0,0,1,13,15,4.0,2.0,12,17,3,2,1,2,0,0,2.75,3.3,2.5,2.7,3.4,2.5,12/13
3838,2013-01-26,32,8,0,3,2,0,0,1,10,11,4.0,8.0,18,20,7,2,1,3,0,0,3.1,3.3,2.3,2.85,3.4,2.4,12/13
3839,2013-01-26,9,6,2,1,0,2,0,0,5,25,3.0,10.0,15,13,3,5,3,2,1,0,2.1,3.5,3.3,2.15,3.4,3.25,12/13
3840,2013-01-26,4,1,2,1,0,2,0,0,9,14,4.0,3.0,17,16,5,3,1,0,0,0,1.62,3.8,5.5,1.7,3.9,4.5,12/13
3841,2013-01-27,20,5,3,2,0,1,1,1,9,14,4.0,6.0,19,16,3,7,2,2,0,2,2.38,3.5,2.8,2.3,3.5,2.9,12/13
3842,2013-01-27,15,0,0,2,2,0,0,1,5,13,2.0,4.0,26,17,0,6,2,1,1,0,8.0,4.5,1.4,6.25,5.25,1.4,12/13
3843,2013-02-01,5,9,2,0,0,0,0,1,30,6,14.0,3.0,10,9,10,0,0,3,0,0,1.85,3.8,3.8,1.91,3.7,3.7,12/13
3844,2013-02-02,1,15,3,1,0,2,0,0,12,7,5.0,4.0,13,18,3,5,2,3,0,0,3.2,3.25,2.25,3.1,3.25,2.3,12/13
3845,2013-02-02,20,11,0,2,2,0,2,2,23,16,10.0,5.0,19,11,7,6,3,1,0,0,2.3,3.4,3.0,2.2,3.5,3.1,12/13
3846,2013-02-02,12,2,2,1,0,2,1,0,9,9,3.0,5.0,23,15,3,6,3,2,0,0,2.5,3.3,2.75,2.5,3.4,2.7,12/13
3847,2013-02-02,8,0,0,3,2,0,1,2,10,10,0.0,6.0,15,10,6,4,3,0,0,0,8.0,4.5,1.4,7.25,4.75,1.4,12/13
3848,2013-02-02,17,32,1,2,2,0,0,1,25,9,4.0,5.0,15,19,10,1,1,4,0,0,1.33,5.0,9.0,1.3,5.5,9.0,12/13
3849,2013-02-02,6,10,1,1,1,1,1,1,10,10,6.0,4.0,15,17,11,2,2,3,0,0,1.83,3.5,4.33,1.75,3.5,4.75,12/13
3850,2013-02-03,13,7,2,3,2,0,2,2,27,12,8.0,7.0,21,16,12,4,5,1,0,0,3.3,3.5,2.1,3.25,3.6,2.1,12/13
3851,2013-02-03,14,4,2,1,0,2,0,0,10,12,5.0,6.0,24,20,5,5,2,3,0,0,2.4,3.2,3.0,2.45,3.25,2.85,12/13
3852,2013-02-09,0,17,4,0,0,2,0,0,15,4,6.0,0.0,10,11,10,3,0,1,0,0,1.25,5.5,12.0,1.26,6.5,8.5,12/13
3853,2013-02-09,7,20,1,4,2,1,2,2,21,13,7.0,5.0,14,19,8,5,1,2,1,1,1.25,6.0,10.0,1.26,6.25,9.0,12/13
3854,2013-02-09,11,14,0,0,1,0,0,1,9,11,2.0,6.0,17,20,5,6,2,3,0,0,1.83,3.5,4.33,1.85,3.6,4.1,12/13
3855,2013-02-09,32,6,0,1,2,0,1,2,16,10,3.0,2.0,22,23,10,5,3,3,0,0,2.88,3.3,2.4,2.9,3.3,2.4,12/13
3856,2013-02-09,9,12,1,0,0,1,0,0,7,16,3.0,9.0,21,20,5,10,2,2,0,0,2.2,3.4,3.2,2.1,3.5,3.3,12/13
3857,2013-02-09,4,13,3,3,1,1,0,0,10,23,5.0,10.0,12,11,5,11,0,1,0,0,3.1,3.4,2.25,3.2,3.25,2.25,12/13
3858,2013-02-09,15,5,1,4,2,0,1,2,9,18,3.0,7.0,21,19,4,4,3,1,0,0,2.25,3.5,3.0,2.35,3.5,2.8,12/13
3859,2013-02-10,10,8,1,1,1,0,1,2,19,9,7.0,3.0,17,11,9,2,2,2,0,1,2.6,3.2,2.75,2.65,3.3,2.6,12/13
3860,2013-02-10,2,1,1,0,0,0,0,1,15,11,3.0,4.0,17,15,6,3,1,3,0,0,1.62,3.75,5.5,1.62,3.9,5.25,12/13
3861,2013-02-15,6,0,0,2,2,0,1,2,8,7,1.0,3.0,26,18,3,2,5,2,0,0,7.0,4.75,1.4,7.25,4.75,1.4,12/13
3862,2013-02-16,7,11,3,0,0,2,0,0,9,7,5.0,1.0,17,18,3,4,4,3,1,0,1.4,4.75,7.5,1.4,5.25,6.25,12/13
3863,2013-02-16,1,32,1,0,0,1,0,0,13,3,8.0,1.0,20,28,5,4,2,4,0,1,2.3,3.2,3.2,2.25,3.2,3.25,12/13
3864,2013-02-16,20,4,1,0,0,1,0,0,6,5,2.0,1.0,18,17,3,3,1,1,0,0,1.91,3.5,4.0,1.95,3.5,3.75,12/13
